Category,PR,Title,MergedAt,Labels,URL
"Auth Offloading",126,"feat: ext-authz 부하 테스트용 ping 엔드포인트 추가","2025-12-14T00:43:38Z","character;ext-authz;test","https://github.com/eco2-team/backend/pull/126"
"Domain APIs",125,"fix(auth): /ping 엔드포인트 응답 스키마 수정","2025-12-14T00:11:02Z","ext-authz;test","https://github.com/eco2-team/backend/pull/125"
"Clean Architecture",124,"style(auth): format ping endpoint exception","2025-12-14T00:01:55Z","auth;test","https://github.com/eco2-team/backend/pull/124"
"Clean Architecture",123,"chore: 미사용 platform 및 ingress 매니페스트 삭제","2025-12-13T23:40:39Z","refactor;chore","https://github.com/eco2-team/backend/pull/123"
"Auth Offloading",122,"refactor(auth): ext-authz 헤더 기반으로 /ping 엔드포인트 전환","2025-12-13T23:41:17Z","ext-authz;test","https://github.com/eco2-team/backend/pull/122"
"CI/CD",121,"fix(ci): ci-services 빈 워크플로우 트리거 방지","2025-12-13T21:32:30Z","CI;chore;test","https://github.com/eco2-team/backend/pull/121"
"CI/CD",120,"chore(ci): simplify ci-services and fix triggers","2025-12-13T19:48:24Z","CI;ext-authz","https://github.com/eco2-team/backend/pull/120"
"Testing",119,"test: add protected auth ping endpoint","2025-12-13T19:41:37Z","ext-authz;test","https://github.com/eco2-team/backend/pull/119"
"Auth Offloading",118,"release: v1.0.6 - Auth Offloading 및 도메인 독립화","2025-12-13T16:32:49Z","ext-authz;MSA","https://github.com/eco2-team/backend/pull/118"
"Domain APIs",117,"refactor(my): character 도메인 의존성 완전 제거","2025-12-16T20:04:11Z","refactor;character;my","https://github.com/eco2-team/backend/pull/117"
"CI/CD",116,"chore: character, my API 재빌드 트리거","2025-12-13T05:12:31Z","character;my","https://github.com/eco2-team/backend/pull/116"
"Release",115,"fix: v1.0.6 추가 핫픽스 및 user_characters 스키마 준비","2025-12-13T05:08:26Z","character;my","https://github.com/eco2-team/backend/pull/115"
"Release",114,"fix: v1.0.6 핫픽스 - character 메트릭 복원 및 CI 개선","2025-12-13T04:51:28Z","character;hotfix","https://github.com/eco2-team/backend/pull/114"
"Auth Offloading",113,"v1.0.6: Auth Offloading 완료 - 공통 모듈 제거 및 도메인 독립성 강화","2025-12-13T04:21:38Z","refactor;observability;ext-authz;MSA","https://github.com/eco2-team/backend/pull/113"
"Auth Offloading",112,"fix: remove RequestAuthentication for HS256 JWT compatibility","2025-12-13T00:59:00Z","auth;ext-authz;jwt","https://github.com/eco2-team/backend/pull/112"
"CI/CD",111,"fix(ci): validate ci-services workflow","2025-12-13T00:31:56Z","CI","https://github.com/eco2-team/backend/pull/111"
"Auth Offloading",110,"feat(auth/ext-authz): HS256 tokens and ext-authz filter order","2025-12-13T00:20:48Z","auth;ext-authz;HS256","https://github.com/eco2-team/backend/pull/110"
"Auth Offloading",109,"feat(auth/ext-authz): switch to HS256 and fix cookie injection order","2025-12-13T00:13:30Z","ext-authz;HS256","https://github.com/eco2-team/backend/pull/109"
"Auth Offloading",108,"fix(istio): ensure cookie injection runs before ext-authz","2025-12-12T23:49:36Z","Istio;ext-authz","https://github.com/eco2-team/backend/pull/108"
"Auth Offloading",107,"chore(istio): refine ext-authz bypass paths","2025-12-12T23:05:49Z","auth;ext-authz","https://github.com/eco2-team/backend/pull/107"
"Auth Offloading",106,"chore(ext-authz): align env keys and refine authz bypass","2025-12-12T22:11:32Z","bug;refactor;ext-authz","https://github.com/eco2-team/backend/pull/106"
"Auth Offloading",105,"fix(ext-authz): correct secret keys and appset entries","2025-12-12T21:18:51Z","ext-authz;secrets","https://github.com/eco2-team/backend/pull/105"
"Auth Offloading",104,"chore(argocd): add ext-authz to dev/prod api appsets","2025-12-12T20:49:08Z","gitops;ext-authz","https://github.com/eco2-team/backend/pull/104"
"Auth Offloading",102,"feat(auth): ext-authz go migration and guardrails","2025-12-12T20:31:01Z","auth;go;ext-authz","https://github.com/eco2-team/backend/pull/102"
"Clean Architecture",101,"refactor: relocate crds to workloads","2025-12-12T17:52:17Z","refactor;crds","https://github.com/eco2-team/backend/pull/101"
"Documentation",100,"chore: remove unused docs, scripts, and backup files","2025-12-12T16:24:54Z","documentation","https://github.com/eco2-team/backend/pull/100"
"Auth Offloading",99,"feat(auth): 외부 인가(ext_authz) 서버 Go로 마이그레이션 및 배포","2025-12-12T19:17:16Z","Istio;authz;go","https://github.com/eco2-team/backend/pull/99"
"gRPC",98,"feat: 내부 통신 gRPC 전환 및 DB Job 최적화","2025-12-11T22:55:27Z","gRPC","https://github.com/eco2-team/backend/pull/98"
"Observability",97,"feat: Observability 강화 (Kiali, Jaeger, OpenTelemetry 도입) - v1.0.6","2025-12-10T21:14:07Z","observability","https://github.com/eco2-team/backend/pull/97"
"Release",96,"🚀 Release v1.0.5","2025-12-10T19:03:37Z","release;Istio","https://github.com/eco2-team/backend/pull/96"
"Secrets / Config",95,"fix(secrets): my 서비스에 누락된 CHARACTER_DATABASE_URL 추가","2025-12-10T16:04:24Z","bug;my","https://github.com/eco2-team/backend/pull/95"
"Istio / Service Mesh",94,"fix(routing): my 서비스 VirtualService 경로 수정","2025-12-10T15:00:43Z","my;virtualservice;route","https://github.com/eco2-team/backend/pull/94"
"Domain APIs",93,"fix(image): 누락된 image-secret 참조 제거","2025-12-10T14:16:07Z","bug;image","https://github.com/eco2-team/backend/pull/93"
"Infrastructure",92,"fix(netpol): 모든 앱 네임스페이스에 DNS/DB/HTTPS Egress 허용","2025-12-10T14:05:57Z","fix;Istio;netpol","https://github.com/eco2-team/backend/pull/92"
"Auth Offloading",91,"fix(deploy): 비인증 서비스에서 불필요한 JWT 환경변수 제거","2025-12-10T13:38:26Z","auth;Istio","https://github.com/eco2-team/backend/pull/91"
"Infrastructure",90,"fix(argocd): resolve istio argocd sync drift","2025-12-10T13:16:59Z","Istio;diff","https://github.com/eco2-team/backend/pull/90"
"Auth Offloading",89,"fix(auth): JWT 서명 시 PEM 형식 Private Key 사용하도록 수정","2025-12-10T13:00:43Z","fix;Istio","https://github.com/eco2-team/backend/pull/89"
"Istio / Service Mesh",88,"fix(gateway): Limit AuthorizationPolicy to API domains","2025-12-10T12:33:32Z","fix;Istio","https://github.com/eco2-team/backend/pull/88"
"Istio / Service Mesh",87,"fix(gateway): Add managed-by annotation for ExternalDNS","2025-12-10T11:53:13Z","fix;Istio","https://github.com/eco2-team/backend/pull/87"
"Observability",86,"fix(gateway): Gateway Host 목록에 와일드카드(*) 추가하여 ALB Health Check 허용","2025-12-10T11:30:21Z","fix;Istio","https://github.com/eco2-team/backend/pull/86"
"Observability",85,"fix(gateway): ALB Health Check 404 및 ArgoCD Sync 에러 해결","2025-12-10T10:44:02Z","fix;Istio","https://github.com/eco2-team/backend/pull/85"
"Observability",84,"fix(gateway): ALB Health Check를 위한 전용 VirtualService 추가","2025-12-10T10:33:44Z","Istio;migration","https://github.com/eco2-team/backend/pull/84"
"Auth Offloading",83,"[Fix] Istio Authz 설정 적용 및 ArgoCD Sync Wave 재정렬","2025-12-10T02:24:03Z","fix;Istio","https://github.com/eco2-team/backend/pull/83"
"Istio / Service Mesh",82,"fix: istiod egress 허용 및 gateway 중복 정리","2025-12-10T00:37:48Z","bug;Istio","https://github.com/eco2-team/backend/pull/82"
"Auth Offloading",81,"feat: ext authz hardening and hpa for auth","2025-12-09T23:51:40Z","auth;Istio","https://github.com/eco2-team/backend/pull/81"
"Infrastructure",80,"fix: Istio Webhook Sync Error 및 ArgoCD Drift 해결","2025-12-09T20:58:38Z","bug;troubleshooting;Istio","https://github.com/eco2-team/backend/pull/80"
"Infrastructure",79,"fix(argocd): ignore caBundle drift in istio-base","2025-12-09T20:43:36Z","bug;Istio","https://github.com/eco2-team/backend/pull/79"
"Istio / Service Mesh",78,"fix(gateway): correct istio ingress naming and configuration","2025-12-09T20:29:59Z","bug;Istio","https://github.com/eco2-team/backend/pull/78"
"Istio / Service Mesh",77,"feat: v1.0.5 Re-apply - Istio Gateway Refactoring & Ingress Node Fix","2025-12-09T19:59:05Z","refactor;auth;Istio;v1.0.5","https://github.com/eco2-team/backend/pull/77"
"Auth Offloading",76,"feat: Istio Auth Offloading & Ingress Gateway Migration (v1.0.5)","2025-12-09T07:24:21Z","auth;Istio;gRPC;user","https://github.com/eco2-team/backend/pull/76"
"Release",75,"release: v1.0.0","2025-12-01T23:38:44Z","release","https://github.com/eco2-team/backend/pull/75"
"LLM / AI",74,"feat: share waste pipeline","2025-11-26T12:55:05Z","development;ai;update","https://github.com/eco2-team/backend/pull/74"
"Domain APIs",73,"feat: location categories in response","2025-11-26T08:03:19Z","refactor;location","https://github.com/eco2-team/backend/pull/73"
"Domain APIs",72,"chore(location): stabilize pipeline v3","2025-11-25T21:33:48Z","gitops;location","https://github.com/eco2-team/backend/pull/72"
"Domain APIs",71,"chore(location): stabilize pipeline v2","2025-11-25T21:19:59Z","gitops;location","https://github.com/eco2-team/backend/pull/71"
"Domain APIs",70,"chore(location): stabilize data pipeline","2025-11-25T20:41:46Z","gitops;location","https://github.com/eco2-team/backend/pull/70"
"Domain APIs",69,"chore(location): simplify pipeline and automate rollouts","2025-11-25T20:26:31Z","refactor;location","https://github.com/eco2-team/backend/pull/69"
"Other",68,"chore: automate auth/location rollouts","2025-11-25T18:17:47Z","gitops;kubernetes;chore;auth;location","https://github.com/eco2-team/backend/pull/68"
"Domain APIs",67,"fix(location): ensure bootstrap jobs run as postgres","2025-11-25T17:57:40Z","fix;gitops;kubernetes;auth;location;database","https://github.com/eco2-team/backend/pull/67"
"Domain APIs",66,"feat(location): Location API 배포 준비","2025-11-25T16:24:26Z","development;location","https://github.com/eco2-team/backend/pull/66"
"Domain APIs",65,"feat(location): v0.8.2 Location 개발 완료 및 배포","2025-11-25T15:35:15Z","development;location","https://github.com/eco2-team/backend/pull/65"
"Domain APIs",64,"feat: stabilize auth oauth flows","2025-11-23T09:01:49Z","fix","https://github.com/eco2-team/backend/pull/64"
"Domain APIs",63,"feat(auth): OAuth failure redirect and PostgreSQL schema setup","2025-11-20T17:17:02Z","auth","https://github.com/eco2-team/backend/pull/63"
"Domain APIs",62,"feature/character","2025-11-20T09:48:45Z","development;character","https://github.com/eco2-team/backend/pull/62"
"Infrastructure",60,"chore: Cleanup Ansible & Prepare for GitOps Deployment","2025-11-15T21:23:41Z","chore","https://github.com/eco2-team/backend/pull/60"
"Infrastructure",59,"🚀 Release v0.7.3 - GitOps Architecture 2.0 ","2025-11-15T19:13:39Z","CI;gitops","https://github.com/eco2-team/backend/pull/59"
"Documentation",58,"docs: reorganize architecture docs","2025-11-15T18:28:35Z","documentation","https://github.com/eco2-team/backend/pull/58"
"Infrastructure",57,"feat: Migrate Atlantis to Helm chart deployment (CRITICAL)","2025-11-15T13:27:55Z","enhancement;atlantis;helm chart;gitops","https://github.com/eco2-team/backend/pull/57"
"Documentation",56,"docs: Reorganize documentation and archive legacy files","2025-11-15T12:58:02Z","documentation;refactor","https://github.com/eco2-team/backend/pull/56"
"Infrastructure",55,"refactor: Modernize Kubernetes manifests structure","2025-11-15T13:17:54Z","enhancement;Kustomize;refactor;kubernetes","https://github.com/eco2-team/backend/pull/55"
"Documentation",54,"feat: Scaffold FastAPI services with domain-driven structure","2025-11-15T13:05:01Z","documentation;enhancement;development;fastapi","https://github.com/eco2-team/backend/pull/54"
"Infrastructure",53,"refactor: Migrate to ArgoCD App-of-Apps pattern","2025-11-15T12:50:57Z","documentation;enhancement;refactor;gitops","https://github.com/eco2-team/backend/pull/53"
"Infrastructure",52,"feat: Migrate Atlantis to Helm chart deployment","2025-11-15T12:48:51Z","enhancement;atlantis;helm chart;gitops","https://github.com/eco2-team/backend/pull/52"
"CI/CD",51,"ci: Add quality gate workflow for API services","2025-11-15T12:46:10Z","documentation;enhancement;development;CI","https://github.com/eco2-team/backend/pull/51"
"Infrastructure",50,"refactor: ArgoCD App of Apps 패턴 구현 (Wave 기반 배포)","2025-11-14T09:32:59Z","refactor","https://github.com/eco2-team/backend/pull/50"
"Workers",49,"feat: Add workers namespace to Tier 2 business-logic layer","2025-11-14T08:45:33Z","enhancement;infrastructure","https://github.com/eco2-team/backend/pull/49"
"Infrastructure",47,"🚀 v0.7.3 - GitOps Architecture 2.0: App of Apps + Atlantis + SSH Unification","2025-11-13T19:48:28Z","refactor","https://github.com/eco2-team/backend/pull/47"
"Infrastructure",46,"Fix/ansible playbook import structure","2025-11-13T18:09:41Z","fix","https://github.com/eco2-team/backend/pull/46"
"Infrastructure",45,"fix: SSH Agent 제거 및 GitOps 파이프라인 재검증","2025-11-13T15:39:14Z","fix","https://github.com/eco2-team/backend/pull/45"
"Infrastructure",44,"🚀 [Release] v0.7.2 - 네임스페이스 전략 정비 및 도메인별 Ingress 분리","2025-11-13T15:25:10Z","refactor;release","https://github.com/eco2-team/backend/pull/44"
"Infrastructure",43,"🏗️ [Refactor] 네임스페이스 일관성 정비 및 도메인별 Ingress 분리 (v0.7.2)","2025-11-13T13:06:54Z","refactor","https://github.com/eco2-team/backend/pull/43"
"Infrastructure",42,"docs: 클러스터 검증 보고서 및 README v0.7.1 업데이트","2025-11-12T06:05:09Z","documentation","https://github.com/eco2-team/backend/pull/42"
"Infrastructure",41,"docs: 클러스터 검증 보고서 추가","2025-11-12T05:57:36Z","validation","https://github.com/eco2-team/backend/pull/41"
"Infrastructure",40,"feat: 전체 API Kustomize overlays 생성 및 Node Taint 설정","2025-11-12T03:26:13Z","Kustomize","https://github.com/eco2-team/backend/pull/40"
"Infrastructure",39,"feat: develop → main 병합 (v0.7.0 문서 업데이트 및 GitOps 테스트)","2025-11-11T09:49:55Z","development","https://github.com/eco2-team/backend/pull/39"
"Documentation",38,"docs: README 및 아키텍처 문서 링크 수정 및 업데이트","2025-11-11T09:46:00Z","documentation","https://github.com/eco2-team/backend/pull/38"
"Documentation",37,"docs: 14-Node 아키텍처 업데이트 및 문서 정리 (v0.7.0)","2025-11-11T09:08:27Z","documentation","https://github.com/eco2-team/backend/pull/37"
"Documentation",36,"docs: 문서 정리 및 루트 디렉토리 정리","2025-11-11T07:22:43Z","documentation","https://github.com/eco2-team/backend/pull/36"
"Infrastructure",35,"📚 문서 정리 및 README.md 14-Node + GitOps 업데이트","2025-11-11T06:56:37Z","documentation","https://github.com/eco2-team/backend/pull/35"
"Infrastructure",34,"fix: Complete GitOps pipeline with Helm values update and Lint/Test","2025-11-11T06:01:56Z","infrastructure","https://github.com/eco2-team/backend/pull/34"
"Infrastructure",33,"feat: Helm Chart 및 14-Node Deployment 업데이트","2025-11-11T06:35:05Z","infrastructure;helm chart","https://github.com/eco2-team/backend/pull/33"
"Other",32,"feat: 스크립트 및 유틸리티 전체 업데이트","2025-11-11T06:20:45Z","fix","https://github.com/eco2-team/backend/pull/32"
"Documentation",31,"docs: Monitoring & Troubleshooting 문서 전체 추가","2025-11-11T06:19:19Z","documentation;troubleshooting","https://github.com/eco2-team/backend/pull/31"
"Infrastructure",30,"infra: 14-Node 아키텍처 Terraform 및 Ansible 구성","2025-11-11T06:18:17Z","infrastructure;terraform;ansible","https://github.com/eco2-team/backend/pull/30"
"Infrastructure",29,"docs: GitOps 아키텍처 전체 문서 및 설정 추가","2025-11-11T06:12:44Z","documentation;infrastructure","https://github.com/eco2-team/backend/pull/29"
"Documentation",28,"docs: README ASCII 다이어그램을 Mermaid로 업그레이드","2025-11-11T06:09:39Z","documentation","https://github.com/eco2-team/backend/pull/28"
"Infrastructure",27,"fix: Resolve Atlantis Pod CrashLoopBackOff issues","2025-11-11T06:05:25Z","fix;infrastructure;atlantis","https://github.com/eco2-team/backend/pull/27"
"Infrastructure",26,"docs: Add Atlantis Pod CrashLoopBackOff troubleshooting guide","2025-11-11T06:03:28Z","documentation;fix;infrastructure","https://github.com/eco2-team/backend/pull/26"
"Documentation",25,"📚 13-Nodes 리소스 최적화 및 문서 정리","2025-11-07T05:02:59Z","documentation;infrastructure","https://github.com/eco2-team/backend/pull/25"
"Documentation",24,"📚 Documentation Update to v0.6.0 (13-Node + WAL + Eco²)","2025-11-07T03:03:39Z","documentation","https://github.com/eco2-team/backend/pull/24"
"Documentation",23,"docs: 13-Node 아키텍처 기준으로 문서 재정립 (v0.5.0)","2025-11-06T13:44:47Z","documentation","https://github.com/eco2-team/backend/pull/23"
"Observability",22,"feat: FastAPI Health Check 구현","2025-11-06T13:21:07Z","development","https://github.com/eco2-team/backend/pull/22"
"Infrastructure",21,"cicd: Helm Charts 13-Node 템플릿","2025-11-06T13:03:48Z","development;infrastructure","https://github.com/eco2-team/backend/pull/21"
"Infrastructure",20,"cicd: ArgoCD 도메인별 서비스 Application","2025-11-06T13:01:53Z","development;infrastructure","https://github.com/eco2-team/backend/pull/20"
"Infrastructure",19,"infra: Ansible 13-Node 지원","2025-11-06T12:59:26Z","development;infrastructure","https://github.com/eco2-team/backend/pull/19"
"Infrastructure",18,"infra: Terraform 13-Node 아키텍처","2025-11-06T12:56:29Z","development;infrastructure","https://github.com/eco2-team/backend/pull/18"
"Documentation",17,"docs: 분석 및 계획 문서 재구성 (v0.4.4)","2025-11-06T11:34:33Z","","https://github.com/eco2-team/backend/pull/17"
"Initial Setup",16,"feat: Infrastructure validation and critical fixes for 13-node rebuild","2025-11-06T07:37:46Z","development;infrastructure","https://github.com/eco2-team/backend/pull/16"
"Infrastructure",15,"feat: Add CloudFront CDN for S3 image optimization","2025-11-06T07:36:53Z","development;infrastructure","https://github.com/eco2-team/backend/pull/15"
"Documentation",14,"📚 [Docs] 아키텍처 분석 및 의사결정 문서","2025-11-06T07:37:25Z","documentation","https://github.com/eco2-team/backend/pull/14"
"Initial Setup",13,"🔧 [Services] 마이크로서비스 스켈레톤 구조","2025-11-06T06:14:31Z","development","https://github.com/eco2-team/backend/pull/13"
"Infrastructure",12,"🚀 [CI/CD] Helm Charts, ArgoCD, GitHub Actions 배포 자동화","2025-11-06T05:53:12Z","infrastructure","https://github.com/eco2-team/backend/pull/12"
"Infrastructure",11,"🏗️ [Infra] 13노드 마이크로서비스 인프라 구축","2025-11-06T05:52:15Z","infrastructure","https://github.com/eco2-team/backend/pull/11"
"Documentation",10,"docs: ASCII 아트를 Mermaid 다이어그램으로 변환 (v0.4.3)","2025-11-06T04:42:56Z","documentation","https://github.com/eco2-team/backend/pull/10"
"Documentation",9,"docs: 구식 문서 정리 및 troubleshooting 통합 (v0.4.2)","2025-11-06T04:04:51Z","documentation;enhancement","https://github.com/eco2-team/backend/pull/9"
"Infrastructure",8,"docs: GitOps 파이프라인 문서화 및 버전 관리 전략 수립 (v0.4.1)","2025-11-06T02:55:10Z","documentation;enhancement","https://github.com/eco2-team/backend/pull/8"
"Infrastructure",7,"📚 7-Node 클러스터 문서 업데이트 및 배포 전략 수립","2025-11-06T02:09:30Z","documentation","https://github.com/eco2-team/backend/pull/7"
"Observability",6,"fix(infra): Prometheus CPU 부족 및 ArgoCD 502 에러 해결, 인프라 안정성 개선","2025-11-05T08:45:08Z","development;fix","https://github.com/eco2-team/backend/pull/6"
"Initial Setup",5,"Develop","2025-11-03T11:26:49Z","","https://github.com/eco2-team/backend/pull/5"
"Documentation",4,"Merge the documentations","2025-11-03T10:55:05Z","documentation","https://github.com/eco2-team/backend/pull/4"
"Documentation",3,"Docs/1 architecture","2025-11-03T10:34:24Z","documentation","https://github.com/eco2-team/backend/pull/3"
"Initial Setup",2,"Develop","2025-11-03T10:21:10Z","enhancement","https://github.com/eco2-team/backend/pull/2"
"Infrastructure",1,"Feat/2 iac terraform ansible","2025-11-03T10:18:19Z","enhancement","https://github.com/eco2-team/backend/pull/1"
